영상ID,영상제목,영상설명,게시일,태그,카테고리,썸네일,조회수,좋아요,영상길이(초),자막여부,구독자 수,채널 총 조회수,업로드된 영상 수,자막 유형,자막 파일
O97NyXylY0o,큰 거 온다고 했던 고퀄리티 일본 공포게임 정식 출시! (할로우 코쿤/Hollow Cocoon),"#공포게임 #할로우코쿤 #신작 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : Hollow Cocoon
※다운로드링크 : https://store.steampowered.com/app/2414630/Hollow_Cocoon/
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2023-12-15T12:43:05Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/O97NyXylY0o/hqdefault.jpg,1455222,11756,11869.0,false,961000,654855265,1844,transcript_api,captions\O97NyXylY0o.txt
16GETkD4OaI,이 게임을 아시나요? 15년만에 후속작이 나옵니다 (헨젤과 그레텔),"#헨젤과그레텔 #공포 #플래시게임

편집 : 코재 님

썸네일 : 머독


머독 생방송 : https://bj.afreecatv.com/spbabobj

머독 팬카페 : http://cafe.naver.com/ajehr

머독의 인스타그램 : https://www.instagram.com/angry_boy_man



---------------------------------------------------



* 재밌게 보셨다면 구독과 좋아요 해주세요!!

* 욕설은 방송의 흥을 위한것이니, 따라하지마세요!!

* 머독의 생방송은 아프리카 (SOOP)에서 진행합니다",2025-04-16T09:00:01Z,"머독, 아이작",20,https://i.ytimg.com/vi/16GETkD4OaI/hqdefault.jpg,97069,1645,3687.0,false,867000,1108507814,12412,transcript_api,captions\16GETkD4OaI.txt
qzQLtDiGzZI,거대 기생충 터널에서 이 남자가 살아남는 법,"패러사이트 터널 Parasite Tunnel
우주하마 UZUHAMA",2025-05-07T02:30:42Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/qzQLtDiGzZI/hqdefault.jpg,117233,2187,1396.0,false,2100000,1883803096,2938,transcript_api,captions\qzQLtDiGzZI.txt
kO-XiSWE7Es,도플갱어 찾는 게임 하드모드가 나왔습니다 진짜 어렵네요,"악몽모드
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #공포게임
Song : 샛별 - 어몽어스 https://youtu.be/_xXgXHsWybk
Music provided by 브금대통령
Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM
Music provided by 공유마당, CC BY
김재영-MY MISTAKE",2024-06-28T10:20:00Z,혜안,20,https://i.ytimg.com/vi/kO-XiSWE7Es/hqdefault.jpg,1220314,32574,1471.0,false,2720000,2015966883,1707,,
-2-W_zjSY-k,[로블록스] 인간들이 먹다가 버린 음식들이 전부 살아났어요!! 시크릿 스테이케이션 모음!! 1부 - 민또 경또 -,"✅민또 경또 구독하기 : https://www.youtube.com/channel/UCCW6uYIUP4YKKe50k-ktVAw?view_as=subscriber
☑️Secret Staycation 게임하기 :  https://www.roblox.com/games/15240723287
🤣로블록스 꿀잼 게임들 모음 시리즈 : https://www.youtube.com/playlist?list=PL-AahvgqNuE4HZOJcbz2kQbl_qyVYNW77

#Roblox #로블록스 #민또경또",2024-03-08T07:30:00Z,"로블록스 재밌는 게임 추천 2023, 로블록스 공포게임, 로블록스 오필라버드, 로블록스 탈출게임 오비, 로블록스 타이쿤 게임, 로블록스 시뮬레이터 게임, 로블록스 인기 게임, 로블록스 점프맵, 로블록스 입양하세요, 로블록스 재밌는 게임, 로블록스 로벅스 무료, 로블록스 상황극, 로블록스 경찰과 도둑, 로블록스 방구, Roblox Sumo Simulator, Roblox Sled Obby, Roblox Color Match, 로블록스 색깔, 로블록스 수박 게임, 로블록스 찜질방, 반반의 유치원 챕터6, 로블록스 마라탕탕, 로블록스 초밥 스시, 로블록스 탕후루, 로블록스 우주, NEED MORE HEAT, 로블록스 학교 감기 아빠 공포, NEED MORE COLD, 로블록스 열이 필요해!, 로블록스 추위가 필요해!, Roblox Doodle Obby, Roblox Secret Staycation, 로블록스 시크릿 스테이케이션",20,https://i.ytimg.com/vi/-2-W_zjSY-k/hqdefault.jpg,646235,2558,5190.0,false,605000,878459762,1668,transcript_api,captions\-2-W_zjSY-k.txt
-NjCwmUyg4g,슬픈 게임 OST 명곡 TOP8😥｜왠지 우울해 지고 싶은 날,"세번째 영상으로 제가 감명 깊게 들은
슬픈 게임 OST를 직접 뽑아봤습니다.

가끔 음악영상도 올릴 것 같은데
취향에 맞으시면 좋겠네요.

[playlist♪]

00:00 ①로스트아크 - Tale of Pletze

02:51 ②메이플스토리 - My prince My kingdom

04:51 ③던전 앤 파이터 - 마지막 재회

08:48 ④투 더 문 - Main Theme

13:41 ⑤리그 오브 레전드 - Light and Shadow

17:07 ⑥로스트아크 - 라제니스의 노래

19:54 ⑦니어 오토마타 - City ruins
 
25:45 ⑧라테일 - 보이지 않는 Utopia

#슬픈게임OST",2024-07-30T10:42:47Z,"슬픈음악, 게임ost, 공부할 때, 잔잔한, 게임BGM, 로스트아크, 메이플스토리, 우울할 때",20,https://i.ytimg.com/vi/-NjCwmUyg4g/hqdefault.jpg,288056,5781,1638.0,false,3740,2024302,18,,
RLHkoV9Iglc,하지 말았어야 하는 공포게임 [여귀교2],"👊마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!
-
말왕의 불범김치
https://bit.ly/3W5jzsJ
-
💊말왕의 100억 유산균 비오에이트
https://smartstore.naver.com/mybodydolbom
-
📨말왕TV 공식 이메일
ragoona88@gmail.com
-
말왕 유튜브 멤버십 구독
https://www.youtube.com/channel/UCYJDUekoQz0-bo8al1diLWQ/join
-
말왕카페
https://cafe.naver.com/horseking123

#여귀교 #공포게임 #공겜",2025-03-26T09:01:22Z,"귀신, 호러, 흉가, 공포",20,https://i.ytimg.com/vi/RLHkoV9Iglc/hqdefault.jpg,372970,3700,11688.0,true,1650000,811008175,1313,transcript_api,captions\RLHkoV9Iglc.txt
wFjlufqgBLs,로블록스 게임중 제일 재밌게 했습니다(진짜),"✅로블록스 게임중 제일 재밌게 했습니다(진짜)
공포게임 제목:로블록스 도어즈
다운로드 링크:X
--------------------------------------------------------------------------------------
- 구독하기 링크클릭!! : http://goo.gl/ABDwSt
- 광고문의 - dmltjdzoq123@naver.com
- 편집 : 해피나인
--------------------------------------------------------------------------------------
쫄보인생 26년 공포게임을 전혀못하지만 저 보다 
더 겁이많은분들을위한 공포게임 
대리만족 해주는 방송 김왼팔 채널입니다!!
#공포게임 #김왼팔 #로블록스 #도어즈

-엔딩 브금 정보-
""PeriTune - Spook"" is under a Creative Commons license (CC BY 3.0).
BreakingCopyright가 홍보 한 음악 : https://youtu.be/ZMOhiHXK_tQ
PeriTune
https://soundcloud.com/sei_peridot

BreakingCopyright
Twitter: https://twitter.com/BreakingCopy",2025-04-11T09:01:31Z,"김왼팔, 공포게임, 호러게임, 스팀게임, 갑툭튀, 무서운게임, horror game, 인디게임, 그래니, granny",20,https://i.ytimg.com/vi/wFjlufqgBLs/hqdefault.jpg,99651,1178,1333.0,false,1010000,861327341,3500,transcript_api,captions\wFjlufqgBLs.txt
FdV63UVe-nM,[대도 LIVE] 아오오니 신작 블루베리 온천의 괴이 게임 방송입니다! (25.05.03),"- 대도서관의 New 게임 숏츠 채널 ""숏도"" 구독하러 가기 - https://www.youtube.com/@ShortDo-ub7zq

- 대도서관 공식 네이버 카페 - https://cafe.naver.com/buzzbean11

라이브 시작 : 0:00:00
아오오니 신작 게임시작 : 01:24:36

구독! 좋아요! 눌러주시면 감사욧!
알람 설정도 해놓으셔야 하는거 아시죠? 

#대도서관 #게임 #공포게임

재밌었다면 좋아요, 구독, 알람설정!!!!",2025-05-03T18:49:49Z,"대도서관, 덕몽어스, 공포게임, 게임방송, lol, 배그, 배틀그라운드, 로아, 로스트아크, 메이플스토리, 메이플, 게임, 스팀, pc게임, 고티, 명작게임, 쯔꾸르, 쭈꾸루, 로그라이크, 오니, 아오니, 아오오니, 블루, 파란, 블루베리, 온천, 따라오는, 히로시, 타케시, 티쿠로, 미카, 추적, 엔딩, 미인, 폐허, 괴물, 아오오니 x",20,https://i.ytimg.com/vi/FdV63UVe-nM/hqdefault.jpg,35536,775,16959.0,false,1450000,1587736366,11524,transcript_api,captions\FdV63UVe-nM.txt
ku6dsSz9kGk,[대도 LIVE] 마리와 나를 만드는 게임 방송입니다! (25.05.05),"- 대도서관의 New 게임 숏츠 채널 ""숏도"" 구독하러 가기 - https://www.youtube.com/@ShortDo-ub7zq

- 대도서관 공식 네이버 카페 - https://cafe.naver.com/buzzbean11

라이브 시작 : 00:00:00
마리와나 마아약 만들기 게임시작 : 03:03:26 

구독! 좋아요! 눌러주시면 감사욧!
알람 설정도 해놓으셔야 하는거 아시죠? 

#대도서관 #게임 #schedule1 

재밌었다면 좋아요, 구독, 알람설정!!!!",2025-05-05T19:42:03Z,"대도서관, 덕몽어스, 공포게임, 게임방송, lol, 배그, 배틀그라운드, 로아, 로스트아크, 메이플스토리, 메이플, 게임, 스팀, pc게임, 고티, 명작게임, 마약, 마아약, 약, 제조, 스케줄, 스케쥴, schedule, 스케쥴아이, 스케줄아이, 스케쥴원, 스케줄원, 마리화나, 경찰, 거래, 뒷거래, 마약상, 업자, 시뮬레이션, 메스암페타임, 뽕, 히로뽕, 코카인, 필로폰, 슈도에페드린, 대마, 대마초, 판매, 부동산, 드러그 딜러 시뮬레이터, drg dealer simulator, 1인개발",20,https://i.ytimg.com/vi/ku6dsSz9kGk/hqdefault.jpg,23980,432,22518.0,false,1450000,1587736366,11524,transcript_api,captions\ku6dsSz9kGk.txt
d0kMDJT2rxA,죽음의 놀이공원에서 펼쳐지는 게임쇼 [레전드 크루매치🎢],"19명의 레전드 크루들과 함께하는 마인크래프트 게임 대전에 여러분들을 초대합니다

▶구독하기❤& 좋아요👍버튼을 눌러주세요! 큰 힘이 됩니다 :D
----------------------------------------­----------
▷잠뜰 TV 간편 무료 구독하기 ! : http://goo.gl/FnZZQO
🐳비하인드를 보고싶다면 여기에요 여기 ! :https://www.youtube.com/channel/UCg7rkxrTnIhiHEpXY1ec9NA/join
----------------------------------------­----------

#잠뜰 #유크타게임대전",2022-12-25T11:10:37Z,"마인크래프트, Minecraft, 잠뜰, Sleepground, 수현, 칠각별, 각별, 라더, 마인크래프트 잠뜰, 마크 미니게임, 공룡, 마인크래프트 공룡, 잠뜰 공룡, 덕개, 잠뜰 추리, 마인크래프트 1.20 업데이트, 잠뜰 마크, 잠뜰 스토리, 잠뜰 공포, 잠뜰 블라인드, 잠뜰 크루, 양띵 크루, 팀샐러드, 잠뜰 양띵, 레전드 크루 매치",20,https://i.ytimg.com/vi/d0kMDJT2rxA/hqdefault.jpg,2243290,36280,5111.0,false,2320000,4030115256,4240,transcript_api,captions\d0kMDJT2rxA.txt
A1A8clWTkoc,오징어게임 참여했습니다.,"#오징어게임 #고징어게임

[서브채널]

● 왁타버스 : https://www.youtube.com/@waktaverse 
● 왁타버스 ZERO : https://www.youtube.com/@zerowaktaverse
● 우왁굳의 종겜 : https://www.youtube.com/@wakjonggame 

[MORE]

● 우왁굳 생방송 보러가기 : https://ch.sooplive.co.kr/ecvhao
● 우왁굳 팬카페 - 왁물원 : https://cafe.naver.com/steamindiegame 
● 카카오톡 팬치의 일상 : https://e.kakao.com/t/panzee-the-cute-chimpanzee
● 카카오톡 왁모티콘 1 : https://e.kakao.com/t/woowakgood-so-good
● 카카오톡 왁모티콘 2 : https://e.kakao.com/t/woowakgood-so-good-ver-2


[SNS]

● 우왁굳 인스타그램 : https://www.instagram.com/instawakgood 
● 웰시코기메시 인스타그램 : https://www.instagram.com/welshcorgimessi
● 트위터 : https://www.twitter.com/jinjjawakgood 


광고 문의 : marketing@parable-asia.com
개인 문의 : ecvhao@naver.com",2025-01-26T08:27:27Z,"우왁굳, 우왕굳, 왁두, 종합게임, 리그오브레전드, 스팀게임, 쿠소게임, 인디게임, 배틀그라운드, 배그, vr, 마인크래프트, 마크, vrchat, vr챗, 노가리, Minecraft, noop, pro, hacker, noobprohacker, 고정멤버, 고멤, 고멤아카데미, 아카데미, 유치원, 고멤유치원",20,https://i.ytimg.com/vi/A1A8clWTkoc/hqdefault.jpg,606618,11942,2224.0,false,1740000,2262765763,8242,transcript_api,captions\A1A8clWTkoc.txt
_6esjeGd4BI,"와...""동물들끼리 맞짱 뜨는 게임"" 최신 업데이트 근황ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","잔치동물들 근황
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #파티애니멀즈",2025-02-24T10:45:02Z,혜안,20,https://i.ytimg.com/vi/_6esjeGd4BI/hqdefault.jpg,497893,15558,1326.0,false,2720000,2015966883,1707,transcript_api,captions\_6esjeGd4BI.txt
ioscsL0UppU,포켓몬 카드 게임 Pocket 생방송] 이번 시즌 덱 정했습니다..^ㅁ^! #포켓몬카드게임포켓 #포켓몬카드 #포켓몬스터 #포켓몬 #pokemon #ポケポケ,"오늘도 방송 시청해주셔서 감사드립니다 ^ㅁ^!

영상을 보시고 도움이 되셨다면 구독, 좋아요 눌러주시면 감사드리겠습니다~!

TAG#포켓몬카드게임포켓 #포켓몬카드 #포켓몬스터 #포켓몬 #pokemon #ポケポケ #pokemonpocket",2025-05-06T06:38:37Z,"포켓몬스터카드게임pocket, 포켓몬스터카드게임포켓, 포켓몬스터카드게임모바일, 포켓몬스터카드게임, 포켓몬카드게임, 포켓몬스터, 포켓몬, pokemon, pokemonpocket, 포켓몬카드, ポケポケ",20,https://i.ytimg.com/vi/ioscsL0UppU/hqdefault.jpg,8202,33,15544.0,false,51400,59991817,2434,transcript_api,captions\ioscsL0UppU.txt
0mEgy6hDNiE,"""올해했던 게임중에 최고입니다"" 리듬으로 환자를 살려라! (※2시간 순삭)","둠칫 둠칫
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #리듬게임",2025-04-21T10:42:01Z,혜안,20,https://i.ytimg.com/vi/0mEgy6hDNiE/hqdefault.jpg,354825,8556,7372.0,false,2720000,2015966883,1707,transcript_api,captions\0mEgy6hDNiE.txt
Up04IFNZBMI,[투 포인트 뮤지엄] 전세계 유물을 모아서 박물관 만드는 중독성 대박 게임🤣 (※시간순삭) (Two Point Museum),"단편 인디게임 모두보기 : https://tinyurl.com/3mnv9cw2
다른 영상 재생목록보기 : https://tinyurl.com/tepxnys5
옥냥이 방송국 : https://cafe.naver.com/dhrsiddl
#투포인트뮤지엄 #투포인트뮤지엄리뷰 #투포인트뮤지엄공략

투포인트뮤지엄
투 포인트 뮤지엄
Two Point Museum",2025-03-13T01:34:47Z,"옥냥이, 투포인트뮤지엄, 투 포인트 뮤지엄 공략, 투 포인트 뮤지엄 리뷰, 투 포인트 뮤지엄 스팀, 투 포인트 뮤지엄, 투 포인트 뮤지엄 게임",20,https://i.ytimg.com/vi/Up04IFNZBMI/hqdefault.jpg,276354,1594,25906.0,false,666000,785172150,4395,transcript_api,captions\Up04IFNZBMI.txt
lUmu2_q5eUk,"""게임을 못 끄겠네.."" 《대학교 시뮬레이터》 중독 됐습니다.","나의 대학생활
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #시뮬레이터
Music provided by 브금대통령
Track : My Star -https://youtu.be/BQmpRD0MNOA?si=pL2i2Ho2HwXFfNee",2025-04-06T10:20:00Z,혜안,20,https://i.ytimg.com/vi/lUmu2_q5eUk/hqdefault.jpg,338778,10077,1300.0,false,2720000,2015966883,1707,transcript_api,captions\lUmu2_q5eUk.txt
cYjcOAKfaaA,"그들은 정말로 '인간'일까요? (공포게임/No, I'm not a Human)","#공포게임 #인간 #외부인 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : No, I'm not a Human
※다운로드링크 : https://store.steampowered.com/app/3080380/Violent_Horror_Stories_anthology/
※한글패치 링크 : https://blog.naver.com/thstud/223384535999
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2024-10-06T13:12:25Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/cYjcOAKfaaA/hqdefault.jpg,699948,9412,5155.0,false,961000,654855265,1844,transcript_api,captions\cYjcOAKfaaA.txt
niEXSxme544,직업이 전부 건달(?)뿐인 막장 마피아 게임 ㅋㅋㅋ,"직업이 건달만, 기자만, 마피아만 있는 마피아는 제대로 진행이 되긴 할까? ㅋㅋ

▶구독하기❤& 좋아요👍버튼을 눌러주세요! 큰 힘이 됩니다 :D
----------------------------------------­----------
▷잠뜰 TV 간편 무료 구독하기 ! : http://goo.gl/FnZZQO
🐳비하인드를 보고싶다면 여기에요 여기 ! :https://www.youtube.com/channel/UCg7rkxrTnIhiHEpXY1ec9NA/join
----------------------------------------­----------

#잠뜰 #마인크래프트",2025-01-28T08:25:17Z,"마인크래프트, Minecraft, 잠뜰, Sleepground, 수현, 칠각별, 각별, 라더, 마인크래프트 잠뜰, 마크 미니게임, 잠뜰 미니게임, 공룡, 마인크래프트 공룡, 잠뜰 공룡, 덕개, 잠뜰 스토리, 마인크래프트 유튜버, 마인크래프트 공포, 마인크래프트 마피아, 잠뜰 스파이, 잠뜰 술래잡기, 잠뜰 마피아, 잠뜰 각별",20,https://i.ytimg.com/vi/niEXSxme544/hqdefault.jpg,594120,17128,2572.0,false,2320000,4030115256,4240,transcript_api,captions\niEXSxme544.txt
DlPpBdvt8hQ,저격수 살인마가 되어 목표물을 제거해라! (공포게임/스나이퍼 킬러),"#공포게임 #저격 #킬러 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : Sniper Killer
※다운로드링크 : https://store.steampowered.com/app/2389570/Sniper_Killer/
※한글패치 링크 : https://blog.naver.com/gameobjector/223649765354
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2024-11-11T12:40:00Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/DlPpBdvt8hQ/hqdefault.jpg,415303,4283,7177.0,false,961000,654855265,1844,,
_uU063rSt_0,5월 황금연휴 킬링타임 꿀겜 가득 2부 모바일게임 추천 28가지,"안녕하세요 겜플리 입니다. 5월 황금연휴 정리 모바일게임 추천 28가지 2부 영상 입니다. 끝까지 함께 보시면서 이번 연휴, 어떤 게임과 함께할지 골라보세요!

---------------------------------------------------------------------------

0:00 안녕하세요 :)
0:25 1번 모바일게임
1:23 2번 모바일게임
2:17 3번 모바일게임
3:09 4번 모바일게임
4:01 5번 모바일게임
4:45 6번 모바일게임
5:22 7번 모바일게임
6:00 8번 모바일게임
7:24 9번 모바일게임
8:46 10번 모바일게임
9:40 11번 모바일게임
10:45 12번 모바일게임
11:49 13번 모바일게임
13:05 14번 모바일게임
14:14 15번 모바일게임
15:44 16번 모바일게임
16:37 17번 모바일게임
17:41 18번 모바일게임
18:29 19번 모바일게임
19:13 20번 모바일게임
19:50 21번 모바일게임
20:22 22번 모바일게임
21:28 23번 모바일게임
22:27 24번 모바일게임
23:25 25번 모바일게임
24:26 26번 모바일게임
25:28 27번 모바일게임
26:32 28번 모바일게임

---------------------------------------------------------------------------
#모바일게임 #모바일게임추천 #게임추천

협업 문의: ad@lolq.co.kr
개인 문의: lbc8748@naver.com",2025-05-04T03:00:41Z,"모바일게임 추천, 모바일게임, 모바일 게임, 모바일 게임 추천, 모바일겜, 게임추천, 개꿀잼 모바일게임, 갓겜, 5월 모바일게임 추천, 황금연휴, 5월 모바일게임, 황금연휴 모바일게임",20,https://i.ytimg.com/vi/_uU063rSt_0/hqdefault.jpg,10498,,1668.0,false,4750,5472365,382,transcript_api,captions\_uU063rSt_0.txt
bjwjnzlxJrE,기네스북에 올라간 게임,"랄로 풀코스 youtube.com/@user-RALONG
치지직 생방송 https://naver.me/FWf4gAUW
각종 비지니스 aba060847@gmail.com",2024-11-15T11:31:20Z,"랄로, 랄튜브, 김찬호",20,https://i.ytimg.com/vi/bjwjnzlxJrE/hqdefault.jpg,1074545,6975,2377.0,false,1300000,913139178,581,,
Dmcek7pW5u8,질병게임,"[25.04.11] 방송 영상 입니다.

#클리드 #프레이

클리드 생방송 : https://ch.sooplive.co.kr/xoals137
클리드 공식 팬카페 : https://cafe.naver.com/clidfan
플레이리스트 : https://www.youtube.com/playlist?list=PLqBzbvTw1GI6WnKPUR-tY3ptet0unYs-T",2025-04-14T14:40:26Z,"클리드, 프레이, 롤, 페이커",20,https://i.ytimg.com/vi/Dmcek7pW5u8/hqdefault.jpg,252073,1553,2288.0,false,257000,98678205,319,transcript_api,captions\Dmcek7pW5u8.txt
iMyYK0rKVa0,로프를 타고 산을 오르는 게임,"로프바운드 Ropebound
우주하마 UZUHAMA",2025-04-20T02:30:41Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/iMyYK0rKVa0/hqdefault.jpg,287273,3621,2146.0,false,2100000,1883803096,2938,transcript_api,captions\iMyYK0rKVa0.txt
YvOv8DXDSWM,타잔 게임 노데스 클리어 23분,생각보다 어렵네?,2020-04-25T02:23:01Z,"오태박, 태박오, 고전게임, 게임공략, 타잔, 타잔게임, 타잔스피드런, 타잔고인물, 고인물, 장인, 초고수, 어렸을적게임, 타잔클리어, 원에가야지, 감스트, 겜스트, 가스요금, 게임, 23분, 이게임보여드림",20,https://i.ytimg.com/vi/YvOv8DXDSWM/hqdefault.jpg,609835,3643,1522.0,false,42000,15629279,158,transcript_api,captions\YvOv8DXDSWM.txt
H6m2psN4Xz4,(초대손님)빡대가리 그녀와 은밀한 1:1 협동게임♡ 후...,"우주하마 UZUHAMA 인싱크 In Sink: A Co-Op Escape Prologue
우주하마 트위치 https://twitch.tv/uzuhama
우주하마 팬카페 https://cafe.naver.com/uzuhama
#우주하마 #협동게임",2023-05-08T02:30:08Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama, 말, 분홍이, 분홍색, 예진",20,https://i.ytimg.com/vi/H6m2psN4Xz4/hqdefault.jpg,1091122,13472,1468.0,false,2100000,1883803096,2938,transcript_api,captions\H6m2psN4Xz4.txt
9k2bn_uvkg8,혜안져스 마리오파티 다들 ㄱㅐ잘해서 게임이 안끝나요ㅠㅠㅠㅠㅠㅠㅠ,"개고수져스
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #마리오파티
[브금대통령]
Track : 내 꿈은 말이지 - https://youtu.be/8US4NF1bzlE",2024-12-13T11:13:12Z,혜안,20,https://i.ytimg.com/vi/9k2bn_uvkg8/hqdefault.jpg,1020443,13015,5526.0,false,2720000,2015966883,1707,,
_Cb7brY0JUg,250503 여기서 양털을... 찾으라구요..? [마인크래프트 : 다이버시티],"📌 생방송 시간 : 저녁 8시 - 새벽 1시
📌 투네이션 https://toon.at/donate/637801123213090159
📌 멤버십 가입 https://www.youtube.com/channel/UCEcRvF_6IRSux8FO-ogFZug/join
📌 비지니스 메일 sahoiingameclub@gmail.com
📌 팬카페 https://cafe.daum.net/sahoiingameclub

🎮강초당 · 구라베 · 망난이 · 송몽숙 · 장폰주🎮 
게임을 좋아하는 다섯 명이 모여 함께 운영하는 사회인 게임클럽입니다.😎

💬 생방송 규칙 💬

📌 채팅창 도배 금지 🙅🏽‍♂️
📌 타 스트리머 언급 금지 🙅🏽‍♂️
📌 시청자 닉네임 언급 금지 🙅🏽‍♂️
📌 시청자간 욕설 및 비방 금지 🙅🏽‍♂️
📌 시청자간 훈수 금지 🙅🏽‍♂️
📌 혐오 표현, 정치 관련 언급 금지 🙅🏽‍♂️

BGM - 

#사인클 #사회인게임클럽 #마인크래프트 #minecraft #다이버시티3",2025-05-03T16:48:23Z,,20,https://i.ytimg.com/vi/_Cb7brY0JUg/hqdefault.jpg,32706,1010,19832.0,false,66600,54893327,1810,transcript_api,captions\_Cb7brY0JUg.txt
fsE9bfqwYrU,[로블록스] 사람을 잡아먹는 괴물들이 로블 세계에 나타났어요!! 괴물 탈출 게임 모음!! - 민또 경또 -,"✅민또 경또 구독하기 : https://www.youtube.com/channel/UCCW6uYIUP4YKKe50k-ktVAw?view_as=subscriber
☑️사탕 왕국의 마녀 게임하기 : https://www.roblox.com/games/15106321028
☑️얼음 괴물 예티 게임하기 : https://www.roblox.com/games/17011642992
☑️그랜드 학교 괴물 게임하기 : https://www.roblox.com/games/16268866099
☑️거대 카멜레온 게임하기 : https://www.roblox.com/games/17654973101
🤣로블록스 꿀잼 게임들 모음 시리즈 : https://www.youtube.com/playlist?list=PL-AahvgqNuE4HZOJcbz2kQbl_qyVYNW77

#Roblox #로블록스 #민또경또",2025-03-24T08:10:00Z,"로블록스 공포게임, 로블록스 탈출게임 오비, 로블록스 타이쿤 게임, 로블록스 시뮬레이터 게임, 로블록스 인기 게임, 로블록스 점프맵, 로블록스 입양하세요, 로블록스 재밌는 게임, 로블록스 로벅스 무료, 로블록스 상황극, 로블록스 경찰과 도둑, 로블록스 방구, 로블록스 레인보우 프렌즈, roblox rainbow friends blue, 로블록스 베리의 감옥 탈출, 로블록스 귀신, 로블록스 화장실 똥, Roblox Sea Monster, 로블록스 바다 몬스터 SCP, Roblox Bloop El Gran Maja SCP Tycoon, 로블록스 재밌는 게임 추천 2025, Roblox Taffy Tails, Roblox Escape The Chameleon, 로블록스 카멜레온 탈출, Roblox Grand School Escape, 로블록스 그랜드 스쿨 탈출, Roblox YETIS ICE VILLAGE RUN OBBY, 로블록스 이티",20,https://i.ytimg.com/vi/fsE9bfqwYrU/hqdefault.jpg,143234,552,4544.0,false,605000,878459762,1668,transcript_api,captions\fsE9bfqwYrU.txt
8IozEZh2ZsE,포켓몬 카드 게임 Pocket 생방송] 치타는 지금 웃고있다..^ㅁ^! 연휴의 랭크 달리기 #포켓몬카드게임포켓 #포켓몬카드 #포켓몬스터 #포켓몬 #pokemon #ポケポケ,"오늘도 방송 시청해주셔서 감사드립니다 ^ㅁ^!

영상을 보시고 도움이 되셨다면 구독, 좋아요 눌러주시면 감사드리겠습니다~!

TAG#포켓몬카드게임포켓 #포켓몬카드 #포켓몬스터 #포켓몬 #pokemon #ポケポケ #pokemonpocket",2025-05-05T07:06:08Z,"포켓몬스터카드게임pocket, 포켓몬스터카드게임포켓, 포켓몬스터카드게임모바일, 포켓몬스터카드게임, 포켓몬카드게임, 포켓몬스터, 포켓몬, pokemon, pokemonpocket, 포켓몬카드, ポケポケ",20,https://i.ytimg.com/vi/8IozEZh2ZsE/hqdefault.jpg,8873,52,20440.0,false,51400,59991817,2434,transcript_api,captions\8IozEZh2ZsE.txt
